Total Household Income,Total Food Expenditure
131327,72186
821052,148910
114101,72290
439299,112017
315937,61846
97150,52252
56990,34167
51637,27744
49378,30965
76711,41506
59975,26174
93019,66567
105336,66967
92503,50487
76486,38589
58531,32718
77194,42780
307818,119060
240120,114209
156535,76192
148677,57352
104312,56282
104620,32773
104232,47030
186528,54942
171490,83361
180720,54382
165650,74479
115039,50889
147192,66068
144225,76318
470063,96645
316928,186889
176262,100393
134028,54863
184945,109007
131222,42688
218522,143622
457259,265989
152690,91144
1304573,278256
124604,73499
261300,96013
502540,188525
440360,109304
241799,104312
116377,70704
212693,139870
278000,145821
192032,58442
542128,117643
471528,69147
182396,90398
166291,51558
172570,87527
661119,163205
239415,118370
387295,161137
783253,168750
144815,56965
124688,28444
171803,87207
374882,72894
269871,89887
186993,54869
127321,45617
115109,42009
232340,127714
83986,43125
140349,83125
130183,52195
120330,72417
106119,37611
182766,85590
87548,45974
105813,62486
76425,39217
119971,70639
126247,60080
132914,57329
107346,58662
87652,22526
107217,53293
175898,107563
504644,154969
287691,142448
217592,136580
458750,105552
374940,59191
232770,124799
515153,74232
197800,67380
396676,192849
275535,118311
417660,108101
276300,159320
256207,129547
175738,97150
214270,73569
170895,70617
321751,143343
249870,106612
310252,97308
950220,323145
407472,158771
224618,119800
213025,57545
391000,64991
140063,58046
117995,63728
235180,76936
260700,103163
189650,73771
410077,186031
244945,123385
521360,142011
153808,74212
97783,60159
326090,160373
115148,69988
317894,140918
198125,123471
111115,64102
104480,30695
235441,109643
297180,84404
330028,92406
173578,68345
509088,207717
149564,75830
489268,107861
156531,68609
896256,203681
732482,167141
407445,121481
132600,56179
384162,148840
138776,40921
367480,165599
329661,106158
175060,62704
871644,356017
330930,105933
161300,77394
6071030,434881
292940,77607
144470,62756
1224537,88748
578230,113461
205195,61487
379760,137906
265770,41661
1316262,178700
217200,61898
238000,38758
315185,75147
163840,47357
318024,113458
502823,78432
843226,113697
205060,48450
495095,149687
236020,119321
540500,189668
424575,219151
174692,101019
157800,82757
321208,93084
351910,142855
181284,105119
366441,212930
211660,90971
144120,59730
171252,95962
510735,155083
132351,58500
322307,165516
147203,61530
158737,52185
822418,205659
174103,76388
143225,65739
322188,80635
261650,106106
138320,41106
131960,70285
163150,58762
150435,66688
129698,52407
156450,54362
155582,60623
136938,55251
180937,47538
157627,96723
161650,79963
117050,39462
198915,61183
208170,79741
104551,58087
111450,59046
194968,103393
495084,204179
168810,71584
239235,140914
193879,129259
337464,128007
86473,45986
412712,136818
183142,78929
159782,34986
199320,64806
371556,111724
145240,32811
103163,32766
155593,52723
159994,41672
123787,59478
156610,64515
150320,68891
62590,27615
98070,39447
141579,56316
84055,34904
176270,52826
573843,220029
140290,58948
331339,74971
984219,313637
187240,76227
340112,132238
178090,90362
1540253,382833
996392,239227
144624,69904
232541,125622
114240,47806
194212,111440
295426,142213
194605,118412
196214,126448
704417,215350
186907,96214
244860,127331
350158,118999
141254,83175
119795,74156
282704,110435
197180,137400
520247,167244
184350,96357
265443,168026
237925,155613
900951,219837
367285,184323
309772,126169
259244,140543
178021,92310
225218,96101
243493,146909
294242,182481
229865,119667
482727,134561
109082,47741
98830,45163
219474,139358
149156,69429
122622,72377
156927,62626
161070,96636
157090,97622
167076,89322
159750,79290
192035,37816
736949,160939
271002,133072
169517,103843
300068,124690
211746,129703
157636,104902
124410,61171
196317,93571
1228017,199836
150900,86436
126000,87547
151238,74275
223154,133364
174071,87450
194480,136867
215107,106102
219987,117920
146119,54196
145688,72483
616438,173518
203029,115370
430529,93367
247650,103382
191610,78237
194085,107034
205788,115649
493837,173698
231030,136991
220051,155604
122710,73739
59259,29297
154445,78732
157158,70121
164768,102977
212491,91435
150222,43900
328550,110264
247461,124515
119640,76043
214878,71458
147340,56972
225808,141561
171855,113507
67563,26175
147415,48753
415700,106191
190825,72867
339490,91018
197615,101869
223976,109356
215550,113751
198193,128952
180170,103486
296665,162926
155422,80400
144467,84861
123710,66249
136439,83567
100836,47804
197396,101304
164476,72866
149739,69370
215652,90490
184260,93824
290588,148387
161765,98321
256520,118475
231422,120938
132769,63374
477279,99147
196167,94690
183730,71877
105972,49857
324385,116616
815243,158232
334815,114113
244355,154428
607634,181599
352067,123157
706212,158166
130057,34398
444287,216100
198561,86251
236352,57752
219611,90698
192671,92680
182719,94365
238439,142470
288026,90968
421562,110815
510194,121144
184550,104379
286804,148546
288605,93313
366470,140412
475471,150070
1115003,252704
333081,143404
298039,83186
983989,115135
447449,133255
361552,78292
1019752,190523
740880,174277
182744,90726
252178,115323
220571,106192
156040,85616
169979,98035
181755,111610
76889,31875
102077,60038
68240,33018
163490,111642
110375,53415
104633,62247
103793,56387
202800,131880
153240,93127
102510,41943
107148,52024
82025,35893
89790,35287
83115,33379
100095,48478
68041,27051
329410,95263
221380,101938
102569,55501
100392,79441
91199,29403
148990,73942
105740,54284
99110,35125
70390,24842
109820,50219
86514,17274
125190,63493
302980,45581
136560,19040
63110,12243
83250,22274
148742,79901
141018,39032
132630,32671
95570,37649
103467,28203
126453,19640
226460,62003
315120,95263
161240,55975
102440,43410
138835,71187
87728,45740
190042,63729
1879686,138130
289362,51959
350219,111626
414290,122198
41740,19716
98865,45069
464371,54385
118825,54483
241271,103068
127064,37164
78712,46079
86108,46319
105895,61012
113259,41008
77220,29763
98234,42799
310390,108761
75278,46921
86815,55866
100410,64318
557679,121370
83707,19961
463122,139159
46547,16132
85229,29099
68601,28878
90288,43632
140737,97374
57285,30801
72020,37123
76510,36073
99865,46805
61370,37769
58575,34792
74843,45701
50329,29823
67900,40228
52337,29409
80250,47273
80770,42519
53324,25918
71660,41225
48245,23284
50300,35017
98570,58347
115750,63508
50115,26523
75124,32881
67145,37169
59035,31244
92920,63154
243477,143341
61420,37191
115781,59204
290582,171070
38287,13682
52886,26262
73697,46836
112410,50415
47242,20734
104805,54829
116008,62332
200555,53448
163894,64156
97694,23238
99204,55409
100990,45618
236742,136315
72663,41140
445940,191675
149982,87841
268869,153461
395942,171447
388090,104406
225575,128651
303686,146307
367517,175079
346895,133687
373367,124739
244443,143727
410132,207173
273042,154040
256676,141383
228125,129998
300983,160231
303203,139975
305992,101697
295759,141199
361341,191389
152651,51076
375200,189272
501508,147453
196702,77847
358104,139858
371154,65269
198467,102748
463055,218478
501000,153534
361612,75364
798903,160147
205557,115316
689846,216983
520628,176990
554876,147395
385704,102207
478025,79127
874224,259418
193128,90711
550553,195888
247144,115088
385727,127564
171819,75793
517072,152751
254925,131229
993600,229389
153600,51180
250267,116323
261800,123188
209811,84456
419781,85518
299384,132531
660848,137440
260633,101886
286644,141934
294500,101078
749494,160766
175240,102908
268832,103459
236113,115520
274770,121303
248170,92406
412381,132459
490536,123535
148607,68206
168150,72378
343895,142777
205400,103709
502080,137784
630064,181520
240055,117896
593864,200524
202985,71993
247378,104544
251543,102594
724565,224670
307291,92882
236632,115346
626783,131394
555244,178714
322119,127519
361284,70813
490000,190543
699000,213452
500423,159379
525235,156327
335982,83849
309000,55137
1082500,326687
174483,74485
299516,156154
207841,117969
294566,161378
475004,206663
392440,109586
392283,148475
187544,96755
589249,221699
1629920,343389
335413,114661
385291,154678
336645,139428
292638,95348
281261,163142
580749,142756
429052,160548
379450,229893
124500,64188
318828,159003
398868,134239
1662222,148110
187000,116797
272372,110722
489400,228015
274032,89815
296804,118740
537300,140096
240085,89925
660096,266870
697100,257412
432396,185532
790900,188429
170000,79288
202200,103876
305796,89925
188890,82173
283016,91405
371976,136493
241556,71077
544990,102889
471224,133869
176760,56245
190240,69444
153500,71734
213844,66113
527908,102590
267938,80332
210372,84232
223020,67816
369726,120063
211349,53760
286149,81121
310434,138181
141340,99962
342493,111633
194495,97860
288179,83844
228880,118136
201016,71601
158436,61530
404248,215676
582902,230771
350346,176967
404584,204533
156600,73882
180036,55046
344782,98649
124140,61734
370332,170293
194432,86071
398546,175908
460515,158927
562800,203303
408166,131198
262492,105443
512636,135850
150200,83894
265667,144095
457049,257273
179482,95517
158843,91331
144050,98219
367406,200629
296700,142185
315400,158448
725400,171911
180477,106398
368010,273831
429316,125717
431250,113263
380096,125371
310492,52592
279800,110121
326422,151437
297066,149229
220519,114593
394882,183419
325000,74004
389386,198102
166123,77054
166358,63611
243598,123507
411261,162647
149995,53750
279224,120193
170233,84576
401513,152662
281450,122663
1053359,337245
131491,89199
446734,182741
240092,102393
329520,119425
146661,76865
172650,75840
136844,67484
249402,109876
266261,139495
497300,146188
584200,230724
503200,158829
522552,127926
345300,79931
534211,118637
357742,85327
205778,71343
143405,43829
292336,120710
350440,155600
781972,441335
230390,133637
344050,121410
178320,63075
255686,135330
386450,141525
124800,45715
941300,312718
205000,92971
174282,94473
167176,80217
130454,77763
285074,102739
253788,148934
622468,198886
354585,144115
204916,90198
270540,44481
948000,263063
156700,101596
282825,97116
168328,50337
944586,213646
534000,173134
326900,119950
356980,162542
450500,167670
352368,162192
265526,121019
165784,137505
125300,57618
456146,201603
318836,175269
158938,95208
325000,148776
352578,153965
442196,182002
157392,94111
252164,94314
224582,143616
477458,187629
308683,200669
332205,104028
355000,42047
901500,66994
872300,228074
603100,225636
171280,66143
302662,125662
433900,134138
283020,124574
239136,81431
986200,199297
299730,77433
808500,134987
653696,264965
1181950,211514
53580,19400
88410,47302
458588,185735
655560,177440
520765,181893
501442,190192
208160,118957
63814,28039
141095,67322
360735,227327
366180,192100
256345,137859
155612,39695
278800,119648
316918,162871
689326,184760
641661,156887
598885,147243
314076,169812
140300,43635
329300,98551
1284000,289028
2950378,324146
757600,137190
575442,120573
133882,56769
249981,128636
208180,111919
489508,149117
575730,216677
1224371,341590
352890,112255
244984,115976
458568,211363
570800,138300
381924,136306
362470,137498
401004,182676
819359,192895
510625,231688
203300,101847
553562,224832
321865,92679
436458,137893
545070,115690
798010,230838
189179,77962
261424,107908
189500,90201
219542,94700
277783,76785
639500,194379
121944,66826
398700,174003
736430,150843
562042,133984
270560,127794
220453,85064
60368,36390
200000,96368
401000,110613
340272,133852
149656,68780
325066,137129
324000,125328
71000,32365
255541,106219
323420,177282
218756,148735
257146,107044
177400,115071
123998,51306
212400,79937
293598,131485
273672,120499
215522,107630
253356,110834
131648,58135
301171,169596
153819,52748
222440,71280
171300,81483
202080,78608
164120,67833
252440,100291
124825,36834
124240,42463
306800,73310
149800,56862
143740,60216
170498,106350
238301,126469
212404,88916
550240,208169
247200,114485
678346,227470
369249,216100
217600,120349
301148,88752
137810,73641
479652,171680
209190,124515
192236,87817
168948,80112
173694,86164
780429,241165
153187,71967
553000,95989
169150,37029
126560,84517
268123,75361
313838,69461
237450,121807
349567,94385
766950,176211
318180,50725
384000,109005
541400,114833
544174,293380
828878,202962
201000,97413
173205,87974
272536,139423
371690,130204
600036,175762
155892,84857
277272,90588
447648,227363
329712,112784
460925,130712
213036,76562
102500,51329
179722,58779
520239,161169
306700,78174
314836,96652
1084850,193487
173000,99032
315119,120076
157100,62878
369302,163962
114160,64806
205142,91298
169436,81150
419850,191907
159000,52587
148829,41042
178405,106276
591574,116857
159550,61807
135190,73709
281416,195473
547650,142544
248241,202861
327108,196180
356672,116882
371692,117450
356154,132003
216597,71977
228440,88355
1249394,190141
382900,102066
1056486,126915
488470,148034
1093008,150857
561475,101170
249098,117253
370694,79084
383422,123083
427864,138409
409454,134963
985988,131232
166965,52283
226160,116946
296983,123537
700312,155061
191598,97606
392487,155871
540696,102811
711250,104540
347125,85136
340319,133220
1256020,118732
746820,132484
521340,92336
372352,118539
143364,85201
426581,152427
265866,102398
146995,87477
127657,41909
251594,147562
284610,177755
306382,91089
182050,123061
319846,161467
563298,192377
206732,44902
181292,21081
476742,126380
265380,85254
70088,32476
252320,86509
309329,125246
398658,225000
239960,96077
265700,76467
778200,136030
210826,115482
501200,236562
237124,105907
295895,119058
286259,65950
271156,124159
648542,165493
728192,219446
216036,129482
198411,90620
1003868,239700
559350,230181
258337,152872
172324,50769
235895,133869
428066,148947
131780,67474
267508,84663
577786,104521
161262,76727
372570,90462
273108,75980
338520,74117
423124,85563
217802,100482
98180,64037
498800,214231
163900,99245
219826,97025
245848,91405
271690,110113
392666,97931
277618,168906
171872,80646
459108,124301
314785,98627
333825,144581
579070,175146
367872,140693
315494,114839
379640,100665
225036,110894
355269,114540
452892,121648
118110,56193
518349,99957
447180,109665
290640,124924
297036,136829
179115,76395
382036,107165
595294,225315
196160,80137
588104,143350
362904,129081
268099,61534
316890,91075
488784,207658
813500,345842
211373,85969
357245,131000
172112,83548
144396,78072
66198,29615
791580,95477
212270,86459
441616,59338
244734,118798
557128,226765
408526,89612
708560,206553
440940,111940
671805,260685
107012,34435
184520,76537
115050,58539
173346,75935
406610,124181
116635,34349
398902,104273
257300,108327
180898,50910
233856,100687
143100,46017
231432,99830
191491,124080
59952,29044
290320,94077
459000,125554
1001842,97230
609000,135249
617800,168302
423548,153494
431736,119336
348815,79384
90020,39662
356223,117050
267588,82631
536702,183675
1535578,300313
1183000,204714
714402,202731
1516800,142726
936232,166291
840000,254851
423367,129127
634718,123284
844874,161085
266400,108777
262914,84139
189288,78857
162895,54073
152498,68311
265400,110825
332652,91590
265060,51846
271032,95882
241554,46594
247316,61414
301814,106602
1099813,325549
125900,62581
591098,129550
118865,51320
49968,35206
169408,71902
513186,140056
420092,69470
523936,139703
791100,231504
243302,178377
459928,92333
136500,66256
524024,225588
688206,152109
459500,111441
366614,154129
917036,127392
696050,156320
324996,138562
84386,32292
266430,83598
119800,63759
238526,77467
790547,107993
96013,34026
316852,128347
425600,109298
331000,91007
1037300,163913
461924,129098
410874,127723
442500,68726
167517,72560
202492,69667
109610,71471
130484,35373
245540,92030
189280,65450
542320,213502
228791,63426
141174,78831
278250,87412
180600,72450
212392,63038
266962,174046
181917,125157
727053,128823
184660,141689
863460,186370
1480200,65596
934130,191388
2667400,326859
277533,125472
592701,158335
209605,117544
524608,154248
202065,121972
192488,115036
171756,64472
276265,76401
256091,81414
559469,248305
180653,82386
378078,149921
356822,172599
103258,51837
473445,144717
1025323,265947
266200,67147
720000,148031
160047,62285
371816,121000
115704,87643
1583400,197230
1766000,249517
876300,123650
1695000,161220
955700,112686
208402,85917
197071,86494
137725,34021
264490,94956
298675,99922
428258,144245
238813,91953
451400,103135
245746,72455
166898,90834
370710,121682
817013,164313
353842,143767
221167,138295
282383,90480
211426,65180
139128,82847
412908,78415
247223,82022
218299,90042
200464,115198
311790,83474
189924,74756
276271,123356
489756,86780
173705,83454
243550,73741
273093,141067
300160,116876
246349,125001
663000,124356
328520,39646
502200,117025
551678,78319
2887946,262768
387967,52443
535000,90099
338025,74679
178180,72849
212000,55725
288007,55661
414500,129936
157534,17323
395435,47697
987839,192786
395048,42844
173607,34267
213614,89430
148738,51838
1041298,224051
756650,103309
276185,111941
242404,47461
369912,84340
178300,74755
213200,55075
320656,79683
856000,117478
203619,59076
148200,57768
101350,52686
234085,81264
265486,107528
469900,119384
217891,43146
270186,108351
203665,63381
279472,105087
984515,176645
139605,56439
124152,58873
162908,45301
456232,144501
421062,114598
129330,39851
911065,204210
1275882,105388
221540,75638
163600,87511
619710,138178
162868,81759
299752,97839
270960,116759
795900,130919
376640,148811
328860,122231
193740,99683
267000,107986
173600,63840
205393,93114
326530,76606
557360,154509
111097,14521
459500,119045
172505,53087
425000,144432
346150,100594
1060955,237491
185180,53718
52164,33648
248508,75396
402008,87578
766311,183738
423500,170452
158766,97179
129225,60162
386304,155520
174974,87367
113287,50227
220259,68296
506420,125520
183900,80180
119760,27825
118520,57103
138920,51126
162060,66607
811246,175666
366540,65074
1426100,215064
164192,66465
643814,147796
293200,95423
244643,87179
447216,135951
628000,118539
1234000,220618
264407,97799
994622,144291
1559930,273116
502000,163972
404100,107401
1165380,158236
415778,41719
356840,105628
235759,60922
361936,87849
797229,161176
427759,131381
154096,43280
239028,68972
413694,99044
264988,93999
266458,90752
398000,81636
1097715,320863
424000,179106
753782,183344
784413,180022
280900,112266
239512,33194
261512,101112
856505,191009
145118,54739
323042,44616
597240,57394
185400,59931
506564,106201
112663,74372
714164,119835
136410,38053
1949406,301575
1127040,101105
277000,60222
471404,116547
431900,171484
636626,355447
467366,109075
1613018,188724
2093500,271145
356271,52419
1578311,256906
569154,156492
165282,104573
595700,136619
486852,153250
730820,156585
384780,155651
317950,137365
476468,147597
133995,47465
259286,109748
258061,116944
603794,99994
773000,143974
892200,117407
1475211,122336
1090000,151317
702600,74079
1480400,156786
910516,131540
1980000,134080
1500000,164121
1186000,144328
2192050,160137
1257940,265709
1167600,173492
97785,41373
225984,82077
238000,92239
349829,169746
489028,210271
387384,146635
900654,180213
411571,140453
157616,88989
141858,85557
215032,69142
303240,83620
218274,63744
434580,121851
504730,159408
360398,129484
98460,35796
1284070,401445
777978,160087
167040,77611
348093,82894
541100,211525
257488,155882
375270,186712
460506,191773
245272,122648
159057,78750
198200,131357
170269,43959
143293,116073
111343,78697
254950,90618
190384,135286
181200,92374
481358,149800
154092,59618
336887,97324
118915,53991
192635,70934
90766,45788
170414,48896
97731,38104
466360,113309
266260,95083
295700,92194
210436,124062
315836,115010
290904,118263
713532,130518
222500,75824
145529,73463
517263,131000
249645,137708
235476,111452
561255,126011
375108,143840
486518,136332
226636,88067
691000,204076
634829,126596
446702,146950
854050,168065
951700,54268
646945,139828
168800,52280
90570,40823
241726,42554
201466,50800
667800,188448
316888,56225
391300,102962
752922,105657
826804,128184
385954,73729
335312,75867
252293,59294
202850,50859
330474,87942
264246,80640
179450,101377
260236,140945
947500,310686
510100,112214
798572,238433
805700,242283
213200,102447
390600,159221
135600,74137
171200,89920
370790,133921
225750,92712
177200,99316
272700,116590
509400,246771
862428,335997
257036,132385
192990,42802
1205167,228530
780000,64720
1176000,93367
912000,132906
1049000,129457
1216000,189542
979000,154855
1324000,256501
2174130,330216
928996,152411
720000,184884
1347000,338403
278500,78841
266400,61192
172400,64175
250956,74923
118360,47410
117600,51912
411050,76683
319470,137307
287672,88990
110412,43717
349500,112200
730000,152788
666400,141751
438000,86131
450000,124112
654000,83482
204800,81427
470000,67467
296400,87120
1050000,201304
656372,166508
301980,107934
180860,85272
68640,26866
470496,135026
276628,111893
337593,90022
748984,232897
440460,114383
257062,112850
185904,71582
214000,84933
353144,99459
423033,134267
147811,36890
109990,43843
557980,105779
816300,198820
483128,180567
733000,205323
850288,204844
984560,157656
322579,30696
797754,110254
429422,86884
1020759,202369
309569,89530
712000,252652
811125,188376
1480000,392510
1729120,544601
377360,174465
393680,128012
165918,59679
396476,122238
524427,168400
313194,131625
434600,103554
984100,152514
368952,78454
297280,77043
249471,46599
242750,102253
141250,70195
220972,84282
252257,133643
210900,111411
464400,97690
380000,87268
93550,38609
548444,196426
307550,130458
144696,42848
653461,110019
133102,52831
129000,52546
741350,198105
1390422,224450
437998,92637
159200,26367
138200,49316
1470942,373789
608398,162076
266058,76194
2025185,284945
422270,74548
168397,65896
220241,80532
140103,86653
382940,131176
641718,193659
307236,132136
775568,228737
406128,139156
280608,111827
121213,73226
157667,66637
168398,91391
188034,78140
510000,105660
238848,102267
378044,101448
281620,75018
232372,78972
716350,182709
156088,53028
212922,89500
489894,187083
382980,82728
124714,69058
453958,108241
93029,70766
523093,149843
237592,117313
533385,142317
142720,67900
96100,48219
207864,77702
101130,54379
388102,151306
178500,48179
360170,101593
513600,140923
332627,104673
769171,236560
236522,111507
647358,223694
670742,137440
278286,100861
260748,113956
627129,159798
190633,83541
790172,196157
422724,102892
455516,90086
409184,140430
299567,133462
385589,36582
354400,79717
271261,134243
620860,210904
251434,122071
873900,208876
312692,97520
234636,100907
198910,87610
82101,42371
1615520,173451
734200,143916
123800,59979
171042,105949
183539,89346
410014,193010
518860,202235
312651,139597
40520,17040
226432,89168
321995,53988
343342,107036
149202,61322
401500,96180
331500,116128
294155,129466
200000,56185
218749,65215
144690,46146
320524,96148
186594,46762
312200,87275
250000,113597
114600,44886
726005,174179
529272,153232
745600,152115
740800,105607
726000,130864
480000,116083
873234,103244
340000,88116
1385000,91594
2096000,251905
998000,120682
503019,62738
172620,50775
320000,105532
362976,168697
560106,181155
451936,195532
202604,91979
732000,198466
138000,42006
980400,139010
595225,127789
207960,85207
1158000,210300
2064100,257698
152644,38151
520392,194798
189996,89174
147665,50884
195752,107871
441420,164187
517938,155058
218643,56584
630016,174508
345510,100949
364605,42121
467446,115142
313596,56787
541100,108729
390072,93919
426200,102966
445738,118540
142800,45443
284777,63537
306258,86269
250720,107507
414667,104506
174625,65039
434000,133630
491598,84986
1027666,219067
146622,43560
669298,112066
267880,95497
574608,154604
854006,137184
1102569,235907
1378394,182814
403200,82119
659502,76144
96699,48916
366773,140769
175274,83101
147305,60208
283180,109485
651823,199077
210816,78530
263870,92816
347096,118312
156851,37302
248954,98025
633684,194944
156722,64402
351511,89809
139371,64364
2479020,456465
479000,124374
980000,164338
384355,128966
1653300,115245
1080000,54358
1297000,159742
2350000,249642
1075000,186636
890000,206092
929900,236429
236604,58592
227939,112103
346800,118176
466140,150513
253016,80595
372972,105247
317566,76706
353636,82053
622951,157821
251800,84942
93002,39750
120972,60503
716023,150678
191796,92487
401060,118519
313924,89265
634810,127578
225300,70648
499196,128051
877830,162905
227000,88692
228808,76803
223800,58897
370830,140442
206100,143440
1307538,328493
275844,104335
209600,82600
122640,55923
978762,204671
218962,62021
254000,57150
115900,50357
719138,85846
239100,72926
155900,84470
450038,122778
169913,74380
394274,91467
149736,53468
291500,116894
323602,121142
420606,136349
375420,89760
150870,73970
140200,79151
215475,72274
301560,146403
318000,82774
213528,74122
178922,53093
206944,62626
244363,84268
172958,76660
1046968,287547
484700,105609
353860,118571
183936,52740
267100,84482
133774,68216
419705,71754
417398,93235
274030,116084
500836,121236
441422,99419
298428,69715
488654,135285
162300,48018
169600,75931
339600,89697
207336,115449
222208,88311
200578,100857
205785,38429
286072,116210
516948,161118
247224,89695
337750,103539
151500,65763
353981,100787
206764,58731
435301,127883
160000,74904
248232,63528
580536,112192
242154,57420
158496,61398
822516,91228
272276,85692
176300,118791
269330,67948
294662,101221
354654,91055
410072,105999
265421,75507
292900,130664
413892,117575
1229502,190699
195726,95703
210000,96147
110353,30214
258970,127869
572670,155304
172560,59541
111880,32169
353652,179778
858246,282976
854100,116995
1262700,168093
1134500,64019
338500,188618
973400,168357
388780,201543
309325,135692
751896,287348
220842,131451
464800,140873
137818,88229
1443560,347897
228350,83899
54500,15254
197060,67998
963170,194592
308939,70457
496265,87118
1288000,162181
914380,159002
442162,93647
368212,75076
742000,146167
537472,136136
697000,186862
909000,235560
547210,140442
325900,96787
422742,185231
251234,115903
263300,146441
439732,210116
936116,204969
416256,133420
104502,30577
97608,37238
225453,82367
95780,78569
374745,157506
127380,42322
981825,299040
233864,63669
345708,122557
669961,221134
519787,126779
213036,114039
651644,218398
208386,111712
543584,108618
495200,113327
1679400,337424
347052,172301
509668,206259
345266,181788
206000,69931
87782,61614
323600,120431
401055,180281
551420,189897
442741,288986
575989,178779
325660,114227
284960,128784
494370,176270
520628,134805
146000,51246
347182,144146
178000,111654
1013344,218068
1131795,315557
282096,56044
393195,157923
485722,129114
194620,85401
185970,103235
240806,77225
161750,101082
353041,167789
363809,127551
290900,152297
234000,86377
370830,175090
193570,78876
126658,65499
197740,58278
535600,155132
302164,125122
335629,76052
332576,184554
196951,83720
640160,114449
420265,188658
275012,118124
198800,60441
759300,211124
129671,79331
172420,58802
307800,65335
436413,125646
176174,108739
272900,117992
246731,137785
252960,83878
230359,78228
335686,135227
346548,67309
102971,59546
323254,163160
323536,133009
468532,253572
253942,143158
192888,85762
202164,111948
271337,114246
204984,178461
306860,186016
72580,60691
129080,53346
302786,141258
190870,68529
273080,111575
482700,145059
103600,33145
640288,128181
192224,91903
130650,62660
167056,79222
494970,116622
260340,230695
131850,83620
217400,76740
91701,34707
698964,262693
220396,134807
686500,212008
503750,197359
299195,204332
263316,135845
311028,91078
580847,198042
163924,82921
212020,101674
37095,23298
97500,35001
398344,139410
911698,177225
438666,201580
406684,130034
353390,145702
658998,265487
239966,114776
728889,221437
211800,94135
333674,146966
109661,42639
176317,52544
98518,32365
114200,23062
589489,292344
158174,121076
315648,183118
258737,156947
224813,85145
705909,285242
257372,150547
154100,74295
155320,61223
461100,83958
554435,228916
411202,107160
460921,202661
662588,164844
251000,122661
314760,116701
434476,197091
286508,106019
288312,104019
306342,140100
302218,147328
502271,158440
228907,111013
129900,57530
162449,109827
176751,97722
157964,87759
133380,38408
463400,142530
282784,168243
485716,164871
467160,161416
736835,139451
534179,218458
78232,27270
341586,77002
468782,211555
249923,112739
215643,111219
322876,191823
91847,30955
181610,103930
822150,190746
145009,82592
197160,107053
176996,100415
174226,144110
198290,122278
352900,198088
345850,149042
374944,134282
496962,191261
197928,73608
228921,72834
307020,265430
278066,197987
400012,222104
353486,111069
681514,257964
343392,164447
433706,161548
197113,69760
124100,43430
260566,127808
266160,82338
629947,197136
210713,78154
689400,184144
207328,95856
502427,104102
111440,66419
213789,69500
493820,117288
251202,64895
252285,106330
57484,25079
213020,104521
110875,71946
878930,102718
271671,154431
195070,26111
477142,160285
222036,63821
1573497,147111
975007,125046
716983,160462
371840,111932
372894,116466
175254,85780
353833,141917
174563,37477
155880,87029
564309,211387
198968,79195
302446,119247
185948,112758
168710,83182
185151,97842
672998,185492
172843,77826
372689,178725
164443,65442
536230,219855
130031,71258
145683,86096
232111,104801
411779,110723
248487,86092
469890,242800
328650,114164
554792,195039
219982,106620
332822,98887
284388,91772
281110,115936
227270,100710
197888,98986
456002,140453
323910,126944
498575,141036
443500,159091
241670,128214
454552,172125
391631,202703
288339,136007
154500,90831
103048,79029
348570,132969
145355,115796
161883,84589
305292,125236
300511,66773
302978,150867
365895,90746
265917,147998
1312701,476464
184799,73300
111500,66857
211086,107628
335345,101754
1896250,296442
226327,126053
317210,125968
78221,28295
279467,88948
295757,113719
326480,94880
306619,136044
446863,131661
409170,120761
264797,59268
133070,35426
256836,92309
161600,75076
125150,86893
362167,176427
147740,54123
99480,64858
713850,217430
165051,117187
365344,142143
418003,177746
274135,99378
225445,104896
758144,146891
445088,130503
390149,153887
89368,23577
176336,80952
106600,37496
79045,37660
169976,82304
122000,43407
536402,171442
327561,151216
722082,154580
485892,143829
124200,39528
170575,105786
180595,98158
351973,168061
268047,98741
226740,91908
116620,45015
248693,104076
260520,90584
441638,204015
215349,96025
218598,137108
260501,190741
224496,178298
340050,186670
202665,89371
225667,100617
139465,72087
834014,161752
303200,70414
106761,60800
619230,141379
250805,114950
318960,121184
247500,63900
484246,136665
492000,140795
578572,124083
380268,103712
254636,63876
342995,125605
313500,56007
296640,52433
233176,70885
123552,35402
187861,82441
149100,57498
227340,52657
198235,33608
216866,42611
519720,196720
91900,69407
373336,164081
163119,74073
278508,142715
259300,147944
264000,83544
329706,149730
116877,47177
171238,54882
352850,118380
110263,60805
122290,43987
272554,64640
42827,22126
198800,68778
331413,202231
183514,87255
493000,161237
146226,59236
343580,101726
270000,62388
427600,144875
340826,113568
706000,228354
575800,114851
297908,32335
468855,168213
772850,195230
937300,158552
342550,109096
335546,84941
2088700,317458
487487,117618
2429796,300592
1041600,226468
1022800,255958
681400,237086
856300,173528
330500,91201
322950,75488
421036,132626
588000,179671
185778,73701
115824,41728
344358,146710
468708,115641
800496,115148
479612,135217
165339,79759
251503,59827
453728,83035
542657,174839
281345,73129
270726,130880
193028,126845
316000,142752
209050,101949
159000,59356
239503,115276
235110,126752
432510,208695
233838,49894
121393,49056
445500,161373
517057,230922
220544,55818
144030,70182
92510,31430
144330,58264
268890,85923
212106,84127
156348,75796
258395,76961
103850,49682
365200,68445
429897,166561
137554,83455
298762,131862
233990,131064
667054,259305
317308,102798
447484,152559
820406,196188
89740,50313
104790,50862
378834,164600
420120,140396
211822,93337
